OTU,Achromobacter.xylosoxidans,Acinetobacter.baumannii,Aggregatibacter.actinomycetemcomitans,Aggregatibacter.aphrophilus,Agrobacterium.fabrum,Agrobacterium.radiobacter,Anaerococcus.prevotii,Anaerolinea.thermophila,Arcanobacterium.haemolyticum,Atopobium.parvulum,Bacillus.anthracis,Bacillus.clausii,Bacillus.subtilis,Bifidobacterium.animalis,Bifidobacterium.breve,Bifidobacterium.dentium,Bifidobacterium.longum,Bordetella.pertussis,Burkholderia.cepacia,Caldilinea.aerophila,Campylobacter.concisus,Campylobacter.curvus,Capnocytophaga.ochracea,Chlamydophila.pneumoniae,Chlorobium.limicola,Comamonas.testosteroni,Corynebacterium.diphtheriae,Corynebacterium.urealyticum,Cronobacter.malonaticus,Cronobacter.sakazakii,Cryptobacterium.curtum,Cutibacterium.avidum,Delftia.acidovorans,Eggerthella.lenta,Enterococcus.faecalis,Escherichia.coli,Eubacterium.limosum,Filifactor.alocis,Finegoldia.magna,Fretibacterium.fastidiosum,Fusobacterium.nucleatum,Gardnerella.vaginalis,Haemophilus.ducreyi,Haemophilus.influenzae,Haemophilus.parainfluenzae,Helicobacter.pylori,Ignavibacterium.album,Klebsiella.pneumoniae,Kytococcus.sedentarius,Lactobacillus.acidophilus,Lactobacillus.amylovorus,Lactobacillus.brevis,Lactobacillus.buchneri,Lactobacillus.casei,Lactobacillus.crispatus,Lactobacillus.fermentum,Lactobacillus.gasseri,Lactobacillus.johnsonii,Lactobacillus.paracasei,Lactobacillus.plantarum,Lactobacillus.reuteri,Lactobacillus.rhamnosus,Lactobacillus.salivarius,Lactococcus.lactis,Leptotrichia.buccalis,Listeria.monocytogenes,Melioribacter.roseus,Mesorhizobium.loti,Moraxella.catarrhalis,Mycobacterium.leprae,Mycobacterium.neoaurum,Mycobacterium.tuberculosis,Mycoplasma.fermentans,Neisseria.gonorrhoeae,Neisseria.lactamica,Neisseria.meningitidis,Ochrobactrum.anthropi,Olsenella.uli,Porphyromonas.asaccharolytica,Porphyromonas.gingivalis,Prevotella.denticola,Prevotella.intermedia,Prevotella.melaninogenica,Propionibacterium.acnes,Proteus.mirabilis,Pseudomonas.aeruginosa,Pseudomonas.fluorescens,Pseudomonas.stutzeri,Pseudopropionibacterium.propionicum,Ralstonia.pickettii,Rhodobacter.capsulatus,Rothia.dentocariosa,Rothia.mucilaginosa,Saccharimonas.aalborgensis,Sanguibacter.keddieii,Staphylococcus.aureus,Staphylococcus.epidermidis,Staphylococcus.warneri,Stenotrophomonas.maltophilia,Streptococcus.agalactiae,Streptococcus.anginosus,Streptococcus.constellatus,Streptococcus.cristatus,Streptococcus.gordonii,Streptococcus.intermedius,Streptococcus.mitis,Streptococcus.mutans,Streptococcus.oralis,Streptococcus.parasanguinis,Streptococcus.pneumoniae,Streptococcus.pyogenes,Streptococcus.salivarius,Streptococcus.sanguinis,Tannerella.forsythia,Treponema.denticola,Treponema.pallidum,Variovorax.paradoxus,Veillonella.parvula,Yersinia.pestis
OB_S100_A10000000_D1_R1000_Sigma,0,11701.17,0,0,0,0,0,0,0,0,7693579.7,0,0,70871.8,0,0,22298.43,0,0,0,0,0,0,50298.1,0,0,0,15211.6,0,149929,0,0,0,0,0,809107.1,0,0,0,0,30717.4,33001,0,16905.93,0,0,0,0,23670.7,35277.9,0,25535.5,0,0,0,0,0,0,0,17391,39318.67,19381.82,0,48453.3,0,37018.9,0,0,0,0,0,0,0,0,0,137945.82,0,0,0,26098.7,0,0,0,39668.4,0,17799.3,0,0,0,27048,0,0,0,0,0,82778.15,37678.3,0,0,54224.1,0,0,0,0,0,0,0,0,0,149670.62,88285.49,0,25295.2,0,0,47221.7,0,0,112794.1
OB_S100_A10000000_D1_R1000_Taxator-tk,0,10617,0,0,0,0,0,0,1749,0,1217170,0,0,57624,0,0,37446,0,0,0,0,0,0,0,0,3202,139868,13653,0,269484,0,0,0,0,0,692464,4897,2068,0,0,42854,11723,0,60065,906,0,0,0,1332,1919,0,11615,0,0,0,0,0,0,0,19756,74783,29191,27405,40321,0,41052,0,0,0,0,0,0,0,0,0,147783,0,0,0,21359,0,0,0,0,0,15022,0,0,0,36586,0,0,0,0,0,72058,18974,0,0,42607,0,0,0,0,50332,0,0,605,22112,137516,93591,0,930,897,1680,19114,21740,0,45804
OB_S100_A10000000_D1_R150_Centrifuge,0,14167.5,0,0,0,0,0,0,15373,0,3747440,0,0,31732,0,0,35303.5,0,0,0,0,0,0,0,0,34466.5,136694,16359.5,0,161108,0,0,0,0,0,714683,54475.5,15876,0,0,25991.5,14598.5,0,43257,15811.5,0,0,0,10286,30320,0,17370,0,0,0,0,0,0,0,24913,61156,32211.5,20794.5,43542.5,0,47248.5,0,0,0,0,0,0,0,0,0,148362,0,0,0,13941.5,0,0,0,52491.5,0,13025.5,0,0,0,90434,0,0,0,0,0,53121,30969,0,0,54525,0,0,0,0,37975,0,0,15550.5,15291,136448,82041.5,0,10935.5,3993.5,9110.5,31226.5,18887,0,53344.5
OB_S100_A10000000_D1_R150_Constrains,0,6669,0,0,0,0,0,0,0,0,4142965,0,0,67167,0,0,36254,0,0,0,0,0,0,0,0,0,82947,94905,0,231170,0,0,0,0,0,86891,513621,0,0,0,201805,0,0,67492,296054,0,0,0,0,155706,0,164394,0,0,0,0,0,0,0,18983,150591,37525,160583,0,0,17265,0,0,0,0,0,0,0,0,0,122999,0,0,0,63418,0,0,0,58584,0,6582,0,0,0,8577,0,0,0,0,0,28909,157033,0,0,187817,0,0,0,0,0,0,0,299218,107975,51443,69113,0,187101,0,129674,82289,0,0,36084
OB_S100_A10000000_D1_R150_Kraken,0,11094,0,0,0,0,0,0,30728,0,6747222,0,0,62642,0,0,23471,0,0,0,0,0,0,0,0,68923,143497,22564,0,281430,0,0,0,0,0,289911,108951,31690,0,0,51834,29073,0,62261,31162,0,0,0,20572,30643,0,22054,0,0,0,0,0,0,0,6219,83620,30387,32793,41305,0,41832,0,0,0,0,0,0,0,0,0,59266,0,0,0,22852,0,0,0,34209,0,15648,0,0,0,155582,0,0,0,0,0,5417,39268,0,0,21838,0,0,0,0,59483,0,0,30395,26908,141199,31865,0,21734,7802,18220,0,37410,0,2772
OB_S100_A10000000_D1_R150_MetaPhlan2,0,6669,0,0,0,0,0,0,0,0,4142965,0,0,67167,0,0,36254,0,0,0,0,0,0,0,0,0,82947,94905,0,231170,0,0,0,0,0,86891,513621,0,0,0,201805,0,0,67492,296054,0,0,0,0,155706,0,164394,0,0,0,0,0,0,0,18983,150591,37525,160583,0,0,17265,0,0,0,0,0,0,0,0,0,122999,0,0,0,63418,0,0,0,58584,0,6582,0,0,0,8577,0,0,0,0,0,28909,157033,0,0,187817,0,0,0,0,0,0,0,299218,107975,51443,69113,0,187101,0,129674,82289,0,0,36084
OB_S100_A10000000_D1_R150_PathoScope2,0,0,0,0,0,0,0,0,30753,0,6747100,0,0,0,0,0,42747,0,0,0,0,0,0,45439.5,0,68935.5,143545,22671.5,0,283219,0,0,0,0,0,710479.5,108951,31763.5,0,0,51897.5,29148.5,0,62476.5,31189,0,0,0,20571.5,30643.5,0,22126.5,0,0,0,0,0,0,0,17071.5,83619.5,18734,32806,23306,0,35697.5,0,0,0,0,0,0,0,0,0,159035,0,0,0,22867.5,0,0,0,59717,0,15655,0,0,0,155580,0,0,0,0,0,73940,39609,0,0,57677.5,0,0,0,0,61079.5,0,0,32533,26899,130720.5,96138,0,21731,0,18222.5,0,24781.5,0,100880
OB_S100_A10000000_D1_R150_Sigma,0,11432.78,0,0,0,0,0,0,0,0,7565085.5,0,0,69596.7,0,0,30973.9,0,0,0,0,0,0,50552.9,0,0,0,17676.1,0,210467,0,0,0,0,0,795512.68,0,0,0,0,30619.6,32660.6,0,36499.38,0,0,0,0,23063.9,34403,0,24799.1,0,0,0,0,0,0,0,20328.2,45511.03,25637.79,0,47400.4,0,39224.5,0,0,0,0,0,0,0,0,0,151163.2,0,0,0,25634.1,0,0,0,46699.8,0,17557,0,0,0,26578.25,0,0,0,0,0,82190.97,39450.2,0,0,59190.7,0,0,0,0,0,0,0,0,0,154590.01,97644.6,0,24732.5,0,0,46780.5,0,0,111888.92
OB_S100_A10000000_D1_R150_Taxator-tk,0,9260.5,0,0,0,0,0,0,840,0,418676,0,0,51851,0,0,33175.5,0,0,0,0,0,0,0,0,1737,132302,8354.5,0,258360,0,0,0,0,0,670545,2022.5,952,0,0,31193,6948.5,0,57153.5,438.5,0,0,0,647,824,0,5845,0,0,0,0,0,0,0,15079,70001.5,26149.5,20173,35663.5,0,38379.5,0,0,0,0,0,0,0,0,0,113469,0,0,0,17316,0,0,0,0,0,14356,0,0,0,15545,0,0,0,0,0,61906.5,11335,0,0,27015.5,0,0,0,0,35135.5,0,0,359,16359.5,123512,85319,0,473,532.5,778,7348.5,15466.5,0,17829.5
OB_S100_A10000000_D1_R300_Centrifuge,0,13828,0,0,0,0,0,0,15423.5,0,4012645,0,0,31808.5,0,0,33716,0,0,0,0,0,0,0,0,34570.5,131116,15664,0,150998,0,0,0,0,0,741664,54593.5,16058.5,0,0,26042,14669.5,0,38027.5,15629.5,0,0,0,10361,30149.5,0,16583.5,0,0,0,0,0,0,0,22560.5,58920,28365.5,19678.5,39030.5,0,50795,0,0,0,0,0,0,0,0,0,138942,0,0,0,12377,0,0,0,54490.5,0,10072,0,0,0,90510,0,0,0,0,0,60828,29336.5,0,0,49927.5,0,0,0,0,34068.5,0,0,15500.5,14712,155144,76532.5,0,11025,4033,9012,37228.5,18861.5,0,55676
OB_S100_A10000000_D1_R300_Constrains,0,6757,0,0,0,0,0,0,0,0,3940871,0,0,73645,0,0,39827,0,0,0,0,0,0,0,0,0,88570,104254,0,220239,0,0,0,0,0,93217,552123,0,0,0,219394,0,0,71380,310829,0,0,0,0,163854,0,220480,0,0,0,0,0,0,0,19789,159354,39399,166119,0,0,16795,0,0,0,0,0,0,0,0,0,127164,0,0,0,67714,0,0,0,63726,0,6763,0,0,0,7642,0,0,0,0,0,31382,164827,0,0,203522,0,0,0,0,0,0,0,298010,111332,53564,73497,0,197457,0,138760,90700,0,0,38986
OB_S100_A10000000_D1_R300_Kraken,0,11182,0,0,0,0,0,0,30846,0,6742680,0,0,62805,0,0,26743,0,0,0,0,0,0,0,0,69137,142942,22862,0,281887,0,0,0,0,0,355742,109187,32088,0,0,52033,29232,0,62292,31013,0,0,0,20723,30621,0,22480,0,0,0,0,0,0,0,8139,84027,30342,32651,41941,0,41994,0,0,0,0,0,0,0,0,0,74930,0,0,0,22756,0,0,0,38535,0,15680,0,0,0,155699,0,0,0,0,0,7839,39307,0,0,26053,0,0,0,0,60030,0,0,30590,27016,142257,45099,0,21983,7927,18024,0,37444,0,4810
OB_S100_A10000000_D1_R300_MetaPhlan2,0,6757,0,0,0,0,0,0,0,0,3940871,0,0,73645,0,0,39827,0,0,0,0,0,0,0,0,0,88570,104254,0,220239,0,0,0,0,0,93217,552123,0,0,0,219394,0,0,71380,310829,0,0,0,0,163854,0,220480,0,0,0,0,0,0,0,19789,159354,39399,166119,0,0,16795,0,0,0,0,0,0,0,0,0,127164,0,0,0,67714,0,0,0,63726,0,6763,0,0,0,7642,0,0,0,0,0,31382,164827,0,0,203522,0,0,0,0,0,0,0,298010,111332,53564,73497,0,197457,0,138760,90700,0,0,38986
OB_S100_A10000000_D1_R300_PathoScope2,0,0,0,0,0,0,0,0,30854,0,6742450,0,0,0,0,0,42648.5,0,0,0,0,0,0,45086,0,69143,143021,22919,0,282605,0,0,0,0,0,712055,109186,32120.5,0,0,52053,29294,0,62367,31053,0,0,0,20723,30632,0,22542.5,0,0,0,0,0,0,0,15588,84011.5,30362.5,32641.5,42690,0,34797,0,0,0,0,0,0,0,0,0,159393,0,0,0,22759,0,0,0,59830.5,0,15682.5,0,0,0,155692.5,0,0,0,0,0,74397.5,39736,0,0,58165.5,0,0,0,0,60702.5,0,0,32038,27044,142231,95352,0,21992,0,18023.5,38022,37443,0,101773
OB_S100_A10000000_D1_R300_Sigma,0,11700.98,0,0,0,0,0,0,0,0,7657948.4,0,0,70996.4,0,0,24480.25,0,0,0,0,0,0,50549,0,0,0,16013.2,0,163496,0,0,0,0,0,806394.57,0,0,0,0,30773.2,33252.8,0,21774.72,0,0,0,0,23535.1,34796.7,0,25602.5,0,0,0,0,0,0,0,18287.2,40529.69,20634.05,0,48358.2,0,37652.8,0,0,0,0,0,0,0,0,0,141326.77,0,0,0,25846.7,0,0,0,41007.9,0,17812.4,0,0,0,27137.19,0,0,0,0,0,82832.54,38389.2,0,0,56491,0,0,0,0,0,0,0,0,0,151946.92,92009.92,0,25123.8,0,0,46931.7,0,0,113091.43
OB_S100_A10000000_D1_R300_Taxator-tk,0,10166,0,0,0,0,0,0,1246,0,745240,0,0,56240,0,0,36100.5,0,0,0,0,0,0,0,0,2456.5,137728,11402.5,0,267532,0,0,0,0,0,686684,3171,1534.5,0,0,39190.5,9481.5,0,59366.5,660,0,0,0,953.5,1296.5,0,8655,0,0,0,0,0,0,0,18168,73255,28372,24567.5,39415,0,40346.5,0,0,0,0,0,0,0,0,0,139860,0,0,0,20144.5,0,0,0,0,0,14892,0,0,0,25127.5,0,0,0,0,0,70101.5,15136,0,0,36626.5,0,0,0,0,45340.5,0,0,468.5,19875,134902,91426,0,698.5,763.5,1118,12327.5,19403.5,0,30222
OB_S100_A10000000_D1_R75_Centrifuge,0,15111.5,0,0,0,0,0,0,15477.5,0,3574061,0,0,31531,0,0,37259.5,0,0,0,0,0,0,0,0,34636.5,133218,17517.5,0,193026,0,0,0,0,0,639179,54475,16011.5,0,0,25925.5,14500,0,52826.5,15773,0,0,0,10470.5,30808,0,18673,0,0,0,0,0,0,0,24443,67652.5,39124.5,22259,52519,0,42804.5,0,0,0,0,0,0,0,0,0,154962,0,0,0,17306.5,0,0,0,48907,0,18314.5,0,0,0,91256,0,0,0,0,0,47258,32907.5,0,0,61675.5,0,0,0,0,46601.5,0,0,15910,16328.5,115410,78220.5,0,11160,4029.5,9033,26971,19051.5,0,52773
OB_S100_A10000000_D1_R75_Constrains,0,6684,0,0,0,0,0,0,0,0,4219780,0,0,65890,0,0,34904,0,0,0,0,0,0,0,0,0,82204,92565,0,246811,0,0,0,0,0,84744,507039,0,0,0,180679,0,0,64611,273443,0,0,0,0,153823,0,191432,0,0,0,0,0,0,0,18912,143428,37219,156085,0,0,16148,0,0,0,0,0,0,0,0,0,121976,0,0,0,61504,0,0,0,57400,0,6323,0,0,0,9171,0,0,0,0,0,28530,153762,0,0,184499,0,0,0,0,0,0,0,312929,104911,52013,68725,0,183678,0,128246,82555,0,0,35763
OB_S100_A10000000_D1_R75_Kraken,0,11483,0,0,0,0,0,0,30905,0,6744047,0,0,60490,0,0,18322,0,0,0,0,0,0,0,0,69239,142858,22586,0,280592,0,0,0,0,0,208154,108950,31913,0,0,51357,28724,0,61967,30801,0,0,0,20936,30888,0,22200,0,0,0,0,0,0,0,4161,83315,30298,32391,40735,0,42106,0,0,0,0,0,0,0,0,0,41224,0,0,0,22378,0,0,0,29020,0,15603,0,0,0,156753,0,0,0,0,0,3707,39005,0,0,16454,0,0,0,0,57625,0,0,30576,26721,140349,19304,0,21974,7830,18065,0,37613,0,1383
OB_S100_A10000000_D1_R75_MetaPhlan2,0,6684,0,0,0,0,0,0,0,0,4219780,0,0,65890,0,0,34904,0,0,0,0,0,0,0,0,0,82204,92565,0,246811,0,0,0,0,0,84744,507039,0,0,0,180679,0,0,64611,273443,0,0,0,0,153823,0,191432,0,0,0,0,0,0,0,18912,143428,37219,156085,0,0,16148,0,0,0,0,0,0,0,0,0,121976,0,0,0,61504,0,0,0,57400,0,6323,0,0,0,9171,0,0,0,0,0,28530,153762,0,0,184499,0,0,0,0,0,0,0,312929,104911,52013,68725,0,183678,0,128246,82555,0,0,35763
OB_S100_A10000000_D1_R75_PathoScope2,0,11491,0,0,0,0,0,0,30760.5,0,6745672,0,0,62909.5,0,0,42589.5,0,0,0,0,0,0,45417.5,0,69265,143160,22713.5,0,280608.5,0,0,0,0,0,711680.5,108909,31907.5,0,0,51588.5,28769,0,62534,30689.5,0,0,0,20928.5,30989.5,0,22285,0,0,0,0,0,0,0,21083.5,83403,30359,32353,42468,0,42076.5,0,0,0,0,0,0,0,0,0,159389.5,0,0,0,22438.5,0,0,0,59821.5,0,15621,0,0,0,156772,0,0,0,0,0,74447,39259,0,0,57672,0,0,0,0,60451,0,0,30395,27076.5,145131.5,95968.5,0,21881.5,7853.5,18049.5,42540,37608,0,101771
OB_S100_A10000000_D1_R75_Sigma,0,11791.04,0,0,0,0,0,0,0,0,7462486.7,0,0,69548.32,0,0,36139.26,0,0,0,0,0,0,49956.2,0,0,0,19377,0,258558,0,0,0,0,0,784611.23,0,0,0,0,31507.5,31869.4,0,50514.5,0,0,0,0,23185.4,34336.2,0,24699.5,0,0,0,0,0,0,0,21094.1,57092.64,29835.91,0,46991.6,0,41124.5,0,0,0,0,0,0,0,0,0,162208,0,0,0,24814.8,0,0,0,55123.9,0,17286.2,0,0,0,25808.8,0,0,0,0,0,81265.89,40313.8,0,0,59748.4,0,0,0,0,0,0,0,0,0,156499.3,99678.7,0,25145.9,0,0,46629,1661.84,0,111758.24
OB_S100_A10000000_D1_R75_Taxator-tk,0,7724.5,0,0,0,0,0,0,533.5,0,221038,0,0,38311.5,0,0,27069.5,0,0,0,0,0,0,0,0,1044.5,115477,5286.5,0,226150,0,0,0,0,0,628426,1204,607.5,0,0,20254.5,4246.5,0,50999.5,226,0,0,0,439,445.5,0,3738.5,0,0,0,0,0,0,0,10657,60858,20988,13731.5,27621,0,32489.5,0,0,0,0,0,0,0,0,0,70764,0,0,0,12496,0,0,0,0,0,11995.5,0,0,0,8489,0,0,0,0,0,47262,7362,0,0,17134.5,0,0,0,0,22075,0,0,218.5,11037.5,96530,69709,0,310.5,431.5,460.5,4097.5,10452.5,0,10331
OB_S100_A10000000_D1_Rall,0,11336,0,0,0,0,0,0,61349,0,5127648,0,0,128688,0,0,69565,0,0,0,0,0,0,145793,0,51248,229931,38791,0,258501,0,0,0,0,0,576985,100519,65899,0,0,92915,71247,0,125923,59204,0,0,0,29487,61207,0,38841,0,0,0,0,0,0,0,26995,155997,41541,70688,69278,0,56154,0,0,0,0,0,0,0,0,0,288396,0,0,0,38379,0,0,0,94569,0,9445,0,0,0,262528,0,0,0,76406,0,103674,61880,0,0,108571,0,0,0,0,122341,0,0,63101,49855,267466,205922,0,36648,9220,25294,148812,80115,0,88252
OB_S100_A10000000_D10_R1000_Centrifuge,0,574906,0,0,0,0,0,0,17381,0,375712,0,0,55993.5,0,0,45153,0,0,0,0,0,0,0,0,202906,410155,31555.5,0,310146,0,0,0,0,0,1879260,62361,41311,0,0,42442,31119.5,0,62060,23858,0,0,0,32842.5,64722.5,0,21922,0,0,0,0,0,0,0,158278,144288,161220,82778,261523,0,487814,0,0,0,0,0,0,0,0,0,330430,0,0,0,98743,0,0,0,252688,0,187368,0,0,0,181877,0,0,0,0,0,283263,118374,0,0,205180,0,0,0,0,86982,0,0,24168,8790.5,226214,118860,0,45400.5,59463.5,51432.5,86810.5,128774,0,106460
OB_S100_A10000000_D10_R1000_Constrains,0,279233,0,0,0,0,0,0,0,0,206313,0,0,97855,0,0,51502,0,0,0,0,0,0,0,0,0,204962,155907,0,313411,0,0,0,0,0,137475,449323,0,0,0,232019,0,0,81063,327689,0,0,0,0,251935,0,339254,0,0,0,0,0,0,0,117776,261147,153190,488415,0,0,107912,0,0,0,0,0,0,0,0,0,196883,0,0,0,415336,0,0,0,207172,0,111998,0,0,0,10587,0,0,0,0,0,102254,469626,0,0,589153,0,0,0,0,0,0,0,307476,41344,52724,81802,0,563102,0,607192,143629,0,0,56116
OB_S100_A10000000_D10_R1000_Kraken,0,531445,0,0,0,0,0,0,34754,0,574240,0,0,110026,0,0,68558,0,0,0,0,0,0,0,0,405798,453013,45906,0,578193,0,0,0,0,0,861497,124732,82561,0,0,84815,62033,0,101860,47262,0,0,0,65688,65798,0,29894,0,0,0,0,0,0,0,77177,195664,160218,137579,265253,0,390571,0,0,0,0,0,0,0,0,0,159895,0,0,0,182426,0,0,0,152315,0,297591,0,0,0,306558,0,0,0,0,0,36235,159128,0,0,100173,0,0,0,0,153995,0,0,47533,16107,203037,69723,0,90606,118557,102875,0,256356,0,9773
OB_S100_A10000000_D10_R1000_MetaPhlan2,0,279233,0,0,0,0,0,0,0,0,206313,0,0,97855,0,0,51502,0,0,0,0,0,0,0,0,0,204962,155907,0,313411,0,0,0,0,0,137475,449323,0,0,0,232019,0,0,81063,327689,0,0,0,0,251935,0,339254,0,0,0,0,0,0,0,117776,261147,153190,488415,0,0,107912,0,0,0,0,0,0,0,0,0,196883,0,0,0,415336,0,0,0,207172,0,111998,0,0,0,10587,0,0,0,0,0,102254,469626,0,0,589153,0,0,0,0,0,0,0,307476,41344,52724,81802,0,563102,0,607192,143629,0,0,56116
OB_S100_A10000000_D10_R1000_PathoScope2,0,391490,0,0,0,0,0,0,0,0,572329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405843,351943,46285,0,432220,0,0,0,0,0,1352143.5,124732,0,0,0,0,0,0,0,48673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111314,143981,137578,197353.5,0,370418,0,0,0,0,0,0,0,0,0,242388,0,0,0,182464,0,0,0,0,0,0,0,0,0,252057,0,0,0,0,0,0,0,0,0,231784,0,0,0,0,156543.5,0,0,0,0,0,120328,0,0,118639,0,0,154065,0,194654
OB_S100_A10000000_D10_R1000_Sigma,0,696284.86,0,0,0,0,0,0,0,0,860925,0,0,163962,0,0,29838.59,0,0,0,0,0,0,93206.5,0,0,0,40660.3,0,565897,0,0,0,0,0,2293313.5,0,0,0,0,61716.7,93288,0,38651.66,0,0,0,0,98600.2,98799.9,0,45051.6,0,0,0,0,0,0,0,196408,141407.9,156355.42,0,403450,0,456794.42,0,0,0,0,0,0,0,0,0,374928.5,0,0,0,273880,0,0,0,263206,0,446807,0,0,0,82047.74,0,0,0,0,0,489642.24,192607,0,0,319800,0,0,0,0,0,0,0,0,0,283186.39,177371.8,0,136510,0,0,130375,0,0,286017.5
OB_S100_A10000000_D10_R1000_Taxator-tk,0,498647,0,0,0,0,0,0,2008,0,103289,0,0,101242,0,0,66154,0,0,0,0,0,0,0,0,18423,442826,27726,0,555997,0,0,0,0,0,1503375,5567,5136,0,0,70073,25129,0,98111,1381,0,0,0,4301,3933,0,15371.5,0,0,0,0,0,0,0,151522,174380,153665,115117,253041,0,380340,0,0,0,0,0,0,0,0,0,339596,0,0,0,170164,0,0,0,0,0,286614,0,0,0,64688,0,0,0,0,0,318836,76692,0,0,172645,0,0,0,0,128579,0,0,940,12895,195657,143207,0,3767,13610,9006,39955,159995,0,88420
OB_S100_A10000000_D10_R150_Centrifuge,0,602639,0,0,0,0,0,0,17437,0,324185,0,0,55788,0,0,48952.5,0,0,0,0,0,0,0,0,202896,427233,33225.5,0,331634,0,0,0,0,0,1790380,62463,41134,0,0,42301,31044,0,71095.5,23983,0,0,0,32898,64180.5,0,23652,0,0,0,0,0,0,0,179696,150408,182196,87646.5,298458,0,441050,0,0,0,0,0,0,0,0,0,349870,0,0,0,111276,0,0,0,233947,0,245432,0,0,0,181886,0,0,0,0,0,227864,125770,0,0,224326,0,0,0,0,97813.5,0,0,24418.5,9171,191851,127970,0,45348,59627.5,51398.5,66422,129028,0,103210
OB_S100_A10000000_D10_R150_Constrains,0,259259,0,0,0,0,0,0,0,0,234823,0,0,81683,0,0,45646,0,0,0,0,0,0,0,0,0,184920,133314,0,361795,0,0,0,0,0,126651,402665,0,0,0,224027,0,0,77033,306928,0,0,0,0,224966,0,250243,0,0,0,0,0,0,0,110408,245812,145599,475758,0,0,118626,0,0,0,0,0,0,0,0,0,193423,0,0,0,362137,0,0,0,175589,0,102403,0,0,0,14230,0,0,0,0,0,92066,436967,0,0,525876,0,0,0,0,0,0,0,324988,42699,50134,72778,0,532676,0,513091,121372,0,0,49183
OB_S100_A10000000_D10_R150_Kraken,0,530085,0,0,0,0,0,0,34840,0,575431,0,0,109973,0,0,62723,0,0,0,0,0,0,0,0,405704,452364,45661,0,576427,0,0,0,0,0,703609,124926,82154,0,0,84337,61801,0,102391,47168,0,0,0,65796,64823,0,30036,0,0,0,0,0,0,0,59290,196065,160119,138094,264900,0,391037,0,0,0,0,0,0,0,0,0,124875,0,0,0,182344,0,0,0,127506,0,297717,0,0,0,306241,0,0,0,0,0,24854,159173,0,0,82833,0,0,0,0,153367,0,0,47623,15908,202022,48623,0,90275,118697,102796,0,256468,0,5262
OB_S100_A10000000_D10_R150_MetaPhlan2,0,259259,0,0,0,0,0,0,0,0,234823,0,0,81683,0,0,45646,0,0,0,0,0,0,0,0,0,184920,133314,0,361795,0,0,0,0,0,126651,402665,0,0,0,224027,0,0,77033,306928,0,0,0,0,224966,0,250243,0,0,0,0,0,0,0,110408,245812,145599,475758,0,0,118626,0,0,0,0,0,0,0,0,0,193423,0,0,0,362137,0,0,0,175589,0,102403,0,0,0,14230,0,0,0,0,0,92066,436967,0,0,525876,0,0,0,0,0,0,0,324988,42699,50134,72778,0,532676,0,513091,121372,0,0,49183
OB_S100_A10000000_D10_R150_PathoScope2,0,532694,0,0,0,0,0,0,34655.5,0,575524.5,0,0,110855,0,0,78877,0,0,0,0,0,0,64206,0,405731,452451.5,45679,0,577918,0,0,0,0,0,1543351.5,124924,82116,0,0,84450,61899,0,102931.5,46896.5,0,0,0,65793.5,64864,0,30189.5,0,0,0,0,0,0,0,161534.5,195983,160336,138077,272089.5,0,391067.5,0,0,0,0,0,0,0,0,0,362530,0,0,0,182569,0,0,0,255019.5,0,297947,0,0,0,306229,0,0,0,0,0,328034,160819,0,0,241054,0,0,0,0,156548,0,0,47143,15787.5,204533,145626.5,0,90272,118748,102768,89995.5,256476,0,195435.5
OB_S100_A10000000_D10_R150_Sigma,0,698991.17,0,0,0,0,0,0,0,0,818473,0,0,157704.95,0,0,57064.2,0,0,0,0,0,0,90597.8,0,0,0,45190.3,0,643712,0,0,0,0,0,2180207.3,0,0,0,0,58842.3,88133.4,0,77886,0,0,0,0,93645.5,92394.3,0,42951.1,0,0,0,0,0,0,0,207775,153065.8,182478.3,0,386052,0,477907.89,0,0,0,0,0,0,0,0,0,411664,0,0,0,259706,0,0,0,280703,0,423992,0,0,0,77470.21,0,0,0,0,0,465745.6,196961,0,0,320930,0,0,0,0,0,0,0,0,0,281659.11,188268.7,0,129704,0,0,125846.6,0,0,274376.04
OB_S100_A10000000_D10_R150_Taxator-tk,0,442040,0,0,0,0,0,0,950.5,0,35551.5,0,0,91201,0,0,59417,0,0,0,0,0,0,0,0,10276,417528,16867,0,529346,0,0,0,0,0,1454774,2231,2538,0,0,50456,14488.5,0,94228,682.5,0,0,0,2212.5,1729,0,8055.5,0,0,0,0,0,0,0,114964,164726,137942,84950.5,223896,0,358908,0,0,0,0,0,0,0,0,0,258441,0,0,0,138572,0,0,0,0,0,272430,0,0,0,27943,0,0,0,0,0,274306,45683,0,0,110002,0,0,0,0,90500,0,0,549,9565,175722,130396,0,2034.5,8425,4406,15320.5,110280,0,34364
